辆格内靛,辆格疙,朝楼,俺牢,寇惫牢,扁包拌,陛蓝捧磊,焊氰,捧脚,篮青,扁鸥陛蓝,楷扁陛,扁鸥过牢,扁鸥寇牢,荤葛戚靛
A003070,内坷氛臂肺国,20220623,-11213,-5235,16123,1294,995,3905,0,0,8535,308,15,1390
A003070,内坷氛臂肺国,20220622,-5344,-5902,11021,21,431,3903,0,0,5302,209,15,1361
A003070,内坷氛臂肺国,20220624,-21737,11536,10408,113,198,32,54,0,9991,-206,0,18
A003070,内坷氛臂肺国,20220627,-5511,-6035,11703,-61,1484,-124,0,0,5074,-156,0,5328
A003070,内坷氛臂肺国,20220629,16140,-25141,8953,-44,839,6555,0,0,1066,49,0,536
A003070,内坷氛臂肺国,20220628,3963,-5740,1806,-38,0,140,0,0,1173,-29,0,531
A003070,内坷氛臂肺国,20220701,-7693,-1385,8975,701,119,6274,0,0,1837,60,41,43
A003070,内坷氛臂肺国,20220630,-6927,-1364,8280,91,0,6274,0,0,1870,10,0,43
A003070,内坷氛臂肺国,20220705,-827,-1100,1834,8,-1648,4404,0,0,-608,26,65,-322
A003070,内坷氛臂肺国,20220704,-648,-3597,4163,-9,716,4404,0,0,-608,78,3,-340
A003070,内坷氛臂肺国,20220707,4164,-2938,-1253,24,-1095,389,0,0,-623,25,0,52
A003070,内坷氛臂肺国,20220706,2705,-2796,80,17,0,63,0,0,0,10,0,0
A003070,内坷氛臂肺国,20220708,785,-355,180,53,121,-47,0,0,0,-610,0,52
A003070,内坷氛臂肺国,20220711,-526,1319,-816,23,-857,0,0,0,0,26,-3,17
A003070,内坷氛臂肺国,20220713,5553,-4916,-1556,-15,-1565,0,0,0,0,104,816,25
A003070,内坷氛臂肺国,20220712,3995,-4121,22,-9,-3,0,0,0,0,104,0,34
A003070,内坷氛臂肺国,20220715,7703,-2148,-4745,83,18,-4846,0,0,0,26,-836,0
A003070,内坷氛臂肺国,20220714,93,730,39,21,18,0,0,0,0,-26,-836,0
A003070,内坷氛臂肺国,20220719,-1494,4580,-4243,-60,0,-4182,0,0,0,1222,-62,-1
A003070,内坷氛臂肺国,20220718,55,4269,-4240,-29,0,-4210,0,0,0,-52,-31,-1
A003070,内坷氛臂肺国,20220721,277488,-14322,-255883,-10748,-77194,-157615,975,2385,-102948,-8568,1284,89263
A003070,内坷氛臂肺国,20220720,12323,1157,-11893,0,-108,-530,0,0,-11255,-1588,0,0
A003070,内坷氛臂肺国,20220722,56663,-8665,-49543,6238,7507,4191,0,0,-22349,1307,238,-45131
A003070,内坷氛臂肺国,20220725,-12251,3607,7521,3696,18,1262,0,0,2581,1203,-81,-35
A003070,内坷氛臂肺国,20220727,-10696,-1613,11092,5253,764,-1136,0,0,21692,627,590,-15485
A003070,内坷氛臂肺国,20220726,-8645,-363,7781,5360,546,288,0,0,17183,653,574,-15598
A003070,内坷氛臂肺国,20220729,-37271,6334,31161,11633,762,21307,0,0,-2575,-11,-214,32
A003070,内坷氛臂肺国,20220728,-2892,-2436,7438,3499,84,0,0,0,3837,-1734,-376,16
A003070,内坷氛臂肺国,20220802,21526,-6594,-11209,6125,-454,-5518,0,0,-7061,-1903,-1817,-4301
A003070,内坷氛臂肺国,20220801,18326,-5926,-8961,2932,129,-625,0,0,-7061,-1616,-1821,-4335
A003070,内坷氛臂肺国,20220804,51552,-11725,-39852,1607,75,-1557,0,0,-26916,53,-30,-13058
A003070,内坷氛臂肺国,20220803,30082,-17193,-13203,537,-82,-1078,0,0,0,312,0,-12579
A003070,内坷氛臂肺国,20220805,21862,1585,-23734,-9252,-1904,-4348,0,0,-8228,285,1,0
A003070,内坷氛臂肺国,20220808,-991,6939,-5949,-4403,-482,-1641,0,0,584,1,0,-6
A003070,内坷氛臂肺国,20220810,36360,7354,-43123,743,-772,-6508,0,0,-35573,-599,7,-1010
A003070,内坷氛臂肺国,20220809,28456,533,-28396,631,-714,-4515,0,0,-23762,-599,5,-34
A003070,内坷氛臂肺国,20220812,8731,4453,-13576,971,-2128,0,0,0,-12376,366,26,-42
A003070,内坷氛臂肺国,20220811,8648,-2624,-6468,1010,0,0,0,0,-7478,418,26,0
A003070,内坷氛臂肺国,20220816,8554,-311,-7827,2,-277,-6077,0,0,-1519,-417,2,45
A003070,内坷氛臂肺国,20220818,25875,-7354,-18543,-6934,-1411,-6282,0,0,-1038,78,-55,-2875
A003070,内坷氛臂肺国,20220817,17692,-5311,-12383,-6926,-803,-1777,0,0,0,52,-49,-2875
A003070,内坷氛臂肺国,20220819,-7926,-2324,10485,-1269,-353,0,0,0,12108,-235,0,0
A003070,内坷氛臂肺国,20220822,13829,-1123,-12741,-187,-78,-982,0,0,-11434,25,10,-59
A003070,内坷氛臂肺国,20220824,37532,15159,-52794,943,-8062,-15498,0,0,-30156,78,25,-17
A003070,内坷氛臂肺国,20220823,20901,3252,-24228,-95,-3790,-7515,0,0,-12809,52,23,-17
A003070,内坷氛臂肺国,20220826,-2515,611,1798,-4437,-221,0,0,0,6565,105,0,-107
A003070,内坷氛臂肺国,20220825,-5526,-2146,7541,-5,-110,0,0,0,7765,131,0,-107
A003070,内坷氛臂肺国,20220830,22957,8327,-31107,1732,-284,-449,0,0,-32080,-127,-52,-24
A003070,内坷氛臂肺国,20220829,12324,8013,-20142,1797,-278,-403,0,0,-21239,-144,-52,-17
A003070,内坷氛臂肺国,20220901,15897,-4001,-13025,1075,0,0,0,0,-14099,1128,0,0
A003070,内坷氛臂肺国,20220831,2525,641,-3127,516,0,0,0,0,-3643,-40,0,0
A003070,内坷氛臂肺国,20220902,7820,-1470,-6237,-258,565,1673,0,0,-8209,-128,14,-8
A003070,内坷氛臂肺国,20220905,-17408,9503,8010,-257,0,653,0,0,6878,-103,0,735
A003070,内坷氛臂肺国,20220907,90773,-58278,-32328,-11302,-4645,-19015,0,0,9842,-1904,1738,-7206
A003070,内坷氛臂肺国,20220906,70748,-29700,-40586,-14801,-1931,-19015,0,0,2563,-2165,1702,-7400
A003070,内坷氛臂肺国,20220908,16733,-19135,2105,3381,-566,-841,0,0,43,297,0,89
A003070,内坷氛臂肺国,20220913,-5688,7693,-1701,1787,0,0,0,0,21,0,-304,-3509
A003070,内坷氛臂肺国,20220915,-4610,-3739,8480,4310,-240,4151,0,0,21,-131,0,237
A003070,内坷氛臂肺国,20220914,6461,-7867,1354,1452,-249,0,0,0,0,52,0,152
A003070,内坷氛臂肺国,20220916,6159,-6816,1540,1156,263,0,0,0,21,-151,-732,99
A003070,内坷氛臂肺国,20220919,4826,-7811,2958,2901,-67,0,0,0,0,26,0,125
A003070,内坷氛臂肺国,20220921,-13117,5111,8034,2738,8,-6,0,0,0,-26,-1,5294
A003070,内坷氛臂肺国,20220920,-8774,2232,6570,1255,8,-1,0,0,0,-26,-1,5307
A003070,内坷氛臂肺国,20220923,1212,772,-1844,-2544,693,0,0,0,-7,-140,0,12
A003070,内坷氛臂肺国,20220922,-1015,-229,1182,513,693,0,0,0,-7,52,10,-18
A003070,内坷氛臂肺国,20220927,1611,-956,-1325,-1686,847,3566,0,0,86,666,3,-4141
A003070,内坷氛臂肺国,20220926,6097,-3764,-2950,-1668,627,2188,0,0,43,614,3,-4141
A003070,内坷氛臂肺国,20220929,14032,-4795,-9343,-175,1269,11312,0,0,-19497,104,1,-2250
A003070,内坷氛臂肺国,20220928,13375,7967,-21420,85,-1424,-638,0,0,-19497,78,0,57
A003070,内坷氛臂肺国,20220930,5655,-338,-5292,-428,627,643,0,0,0,-26,0,-6134
A003070,内坷氛臂肺国,20221005,17379,220,-18858,3655,1079,3967,0,0,-27690,1278,-20,129
A003070,内坷氛臂肺国,20221004,-12130,4097,6883,766,664,3403,0,0,1953,1174,-24,95
A003070,内坷氛臂肺国,20221007,-838,3368,-2421,34,424,-44,0,0,-2925,-27,-82,91
A003070,内坷氛臂肺国,20221006,-1877,1945,-16,112,424,0,0,0,-659,-53,1,107
A003070,内坷氛臂肺国,20221011,6611,-266,-7313,410,-2327,-171,0,-927,-4279,131,837,-17
A003070,内坷氛臂肺国,20221013,-1113,15303,-14318,1968,231,-7484,0,0,-9326,129,1,291
A003070,内坷氛臂肺国,20221012,10029,8453,-18506,1012,8,-8536,0,0,-11042,25,0,52
A003070,内坷氛臂肺国,20221014,-19973,15137,4994,15,0,0,0,0,5014,-158,0,-34
A003070,内坷氛臂肺国,20221017,4237,-2300,-2363,-2664,0,0,0,0,302,-97,522,0
A003070,内坷氛臂肺国,20221019,17195,-2262,-15021,-8342,-5641,0,0,0,-1045,-468,561,8
A003070,内坷氛臂肺国,20221018,9084,4315,-13615,-7982,-5641,0,0,0,0,-65,283,8
A003070,内坷氛臂肺国,20221021,-520,33655,-33305,-2234,1703,115,0,0,-33043,-105,274,153
A003070,内坷氛臂肺国,20221020,-21848,35430,-13712,-2226,1703,115,0,0,-13405,-130,261,100
A003070,内坷氛臂肺国,20221025,17325,635,-16942,-1565,482,2656,0,0,-24357,132,-1149,5843
A003070,内坷氛臂肺国,20221024,-10947,21067,-10616,-1569,0,117,0,0,-15007,-26,522,5843
A003070,内坷氛臂肺国,20221027,480,3458,-4913,388,-1,506,0,0,-6174,295,680,367
A003070,内坷氛臂肺国,20221026,3410,260,-4458,133,-1,506,0,0,-5435,76,711,338
A003070,内坷氛臂肺国,20221028,11889,-3926,-7990,-21,-19,0,0,0,-7948,26,1,0
A003070,内坷氛臂肺国,20221031,-4208,2739,1051,-1106,0,3202,0,0,-1045,0,418,0
A003070,内坷氛臂肺国,20221102,-7693,6459,-46,-1407,557,410,0,0,393,-83,1362,0
A003070,内坷氛臂肺国,20221101,-5670,5654,70,-1387,411,0,0,0,1045,-54,0,0
A003070,内坷氛臂肺国,20221104,476735,-14529,-466311,-8547,-10679,-45901,-1177,-888,-330392,6181,-2076,-68726
A003070,内坷氛臂肺国,20221103,244751,-30604,-212766,4956,-6789,-38081,-1026,-784,-153764,-406,-975,-17277
A003070,内坷氛臂肺国,20221108,328844,-9658,-321508,-27075,-13699,-30565,-1033,-157,-235166,-4860,7180,-13811
A003070,内坷氛臂肺国,20221107,252544,-11457,-251374,-22131,-11983,-21272,-1033,-157,-180986,5,10280,-13811
A003070,内坷氛臂肺国,20221110,64031,-9767,-46619,-875,-925,-3369,0,-2241,-30146,594,-8239,-9062
A003070,内坷氛臂肺国,20221109,13093,23419,-33606,-366,-47,0,0,-1457,-22698,-905,-2001,-9037
A003070,内坷氛臂肺国,20221111,27625,7222,-29768,-251,-239,3018,0,0,-38934,-5468,390,6637
A003070,内坷氛臂肺国,20221114,2,9924,-9677,547,9,0,0,0,-10779,-15,-233,545
A003070,内坷氛臂肺国,20221116,133294,-52846,-81683,-72,-958,19,0,0,-64802,2,1233,-15870
A003070,内坷氛臂肺国,20221115,115372,-60926,-55204,-52,4,19,0,0,-39243,6,751,-15932
A003070,内坷氛臂肺国,20221118,46235,32901,-78920,1849,-1992,6489,0,0,-82112,-1203,986,-3152
A003070,内坷氛臂肺国,20221117,93434,-13585,-79823,1358,6,-2590,0,0,-74587,-114,88,-4009
A003070,内坷氛臂肺国,20221122,-33124,24033,6069,-857,52294,11171,0,0,-55836,4095,-1072,-702
A003070,内坷氛臂肺国,20221121,84203,-36841,-48268,-926,8,-9088,0,0,-36883,1044,-137,-1378
A003070,内坷氛臂肺国,20221124,37506,42540,-78958,-1464,-50944,-18164,150,0,-7206,-2015,929,-1331
A003070,内坷氛臂肺国,20221123,-90607,106347,-18169,-162,1342,-17098,150,0,-1323,2604,-173,-1080
A003070,内坷氛臂肺国,20221125,-277879,171263,-74641,1357,-1342,16767,0,0,-88642,182144,-886,-2779
A003070,内坷氛臂肺国,20221128,78571,-69962,-6644,-875,8,854,0,0,-6634,-2552,587,2
A003070,内坷氛臂肺国,20221130,370742,-169395,-25858,293,0,-15324,0,-1,-10753,-177414,1922,-72
A003070,内坷氛臂肺国,20221129,82726,-95750,-25483,135,0,-17360,0,0,-8621,34837,3669,363
A003070,内坷氛臂肺国,20221202,26751,-4004,-31797,-567,-122,-3698,0,0,-27642,9879,-828,233
A003070,内坷氛臂肺国,20221201,6453,-112,-7603,-758,0,-1073,0,0,-5771,2162,-899,0
A003070,内坷氛臂肺国,20221206,-130762,150074,-19674,23,-969,-1092,0,0,-19009,895,-533,1376
A003070,内坷氛臂肺国,20221205,-65202,75225,-8834,156,-969,133,0,0,-9370,-343,-846,1217
A003070,内坷氛臂肺国,20221208,-81010,110666,-21099,-795,0,1843,0,0,-21451,-8150,-406,-697
A003070,内坷氛臂肺国,20221207,-11976,19218,-1601,43,0,1029,0,0,-2737,-5212,-429,64
A003070,内坷氛臂肺国,20221209,11369,-14002,1698,-11,-423,2259,0,0,-59,12,922,-67
A003070,内坷氛臂肺国,20221212,-98467,104658,-6614,40,0,0,0,0,-5652,613,-190,-1002
A003070,内坷氛臂肺国,20221214,-1988,18670,-16408,198,0,40,0,0,-16750,-367,95,102
A003070,内坷氛臂肺国,20221213,-25448,38898,-13118,75,0,21,0,0,-13265,-495,164,50
A003070,内坷氛臂肺国,20221216,167647,-152433,-16679,212,-565,0,0,0,-16461,1028,436,133
A003070,内坷氛臂肺国,20221215,177942,-167398,-10673,55,-578,0,0,0,-10231,42,87,80
A003070,内坷氛臂肺国,20221220,-55620,48763,6645,3218,6,12920,0,0,-9466,789,-576,-34
A003070,内坷氛臂肺国,20221219,-25635,18445,6043,3127,6,7320,0,0,-4319,786,361,-91
A003070,内坷氛臂肺国,20221222,152782,-131486,-20844,149,0,803,0,0,-21907,-717,262,109
A003070,内坷氛臂肺国,20221221,69355,-61618,-7278,85,0,382,0,0,-7812,-967,506,66
A003070,内坷氛臂肺国,20221223,-25932,23140,646,23,0,60,0,0,512,-27,2173,51
A003070,内坷氛臂肺国,20221226,-49873,45206,2990,2924,0,0,0,0,0,1,1676,66
A003070,内坷氛臂肺国,20221228,-155364,151381,469,46,327,88,0,0,0,268,3246,6
A003070,内坷氛臂肺国,20221227,-155364,151381,469,46,327,88,0,0,0,268,3246,6
A003070,内坷氛臂肺国,20221229,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230103,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230102,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230105,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230104,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230106,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230109,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230111,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230110,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230113,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230112,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230117,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230116,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230119,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230118,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230120,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230125,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230127,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230126,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230131,16010,-4281,-7476,1524,-1947,-7024,0,0,-89,-466,-3787,60
A003070,内坷氛臂肺国,20230130,0,0,0,0,0,0,0,0,0,0,0,0
A003070,内坷氛臂肺国,20230202,162801,-153558,-5263,-4394,783,4357,0,3,-6012,-5077,1097,0
A003070,内坷氛臂肺国,20230201,194632,-192474,-1528,-3949,15,1868,0,3,535,-5078,4448,0
A003070,内坷氛臂肺国,20230203,2313,1778,-6186,71,0,-537,0,0,-5568,431,1664,-152
A003070,内坷氛臂肺国,20230206,-45571,29186,8908,1646,-7,6954,0,0,0,8840,-1363,315
A003070,内坷氛臂肺国,20230208,46325,-34494,-8984,190,-32,-7610,0,0,-1547,-1877,-970,15
A003070,内坷氛臂肺国,20230207,45972,-39281,-9216,-490,-32,-7610,0,0,-1088,2678,-153,4
A003070,内坷氛臂肺国,20230210,-1292,7416,269,-97,0,0,0,0,378,-5341,-1052,-12
A003070,内坷氛臂肺国,20230209,-5349,6537,291,-73,0,0,0,0,378,-345,-1134,-14
A003070,内坷氛臂肺国,20230214,18489,-18619,-68,-65,0,0,0,0,0,671,-473,-3
A003070,内坷氛臂肺国,20230213,-2435,2379,-8,-13,0,0,0,0,0,147,-83,5
A003070,内坷氛臂肺国,20230216,-36191,36264,-124,-76,9,0,0,0,0,52,-1,-57
A003070,内坷氛臂肺国,20230215,-20751,20945,-111,-54,0,0,0,0,0,-24,-59,-57
A003070,内坷氛臂肺国,20230217,-32888,32687,192,123,3,0,0,0,0,-2,11,66
A003070,内坷氛臂肺国,20230220,11511,-11517,-103,-47,0,0,0,0,0,90,19,-56
A003070,内坷氛臂肺国,20230222,-12811,5228,7723,7038,0,0,0,0,660,-18,-122,25
A003070,内坷氛臂肺国,20230221,-30366,22859,7572,6956,0,0,0,0,616,-18,-47,0
A003070,内坷氛臂肺国,20230224,-148,-249,44,-16,0,0,0,0,6,346,7,54
A003070,内坷氛臂肺国,20230223,-8596,8506,-42,-81,0,0,0,0,0,125,7,39
A003070,内坷氛臂肺国,20230228,-7376,5463,2145,-736,-28,2862,0,0,0,-198,-34,47
A003070,内坷氛臂肺国,20230227,26735,-26545,108,71,-5,9,0,0,0,-223,-75,33
A003070,内坷氛臂肺国,20230302,-7282,8169,-847,-646,0,0,0,0,0,10,-50,-201
A003070,内坷氛臂肺国,20230303,10048,-8108,-2968,262,-885,-2395,0,0,50,1028,0,0
A003070,内坷氛臂肺国,20230306,-1838,861,988,954,0,9,0,0,0,10,-21,25
A003070,内坷氛臂肺国,20230308,34982,-31478,-1895,70,303,-2247,0,0,0,-1397,-212,-21
A003070,内坷氛臂肺国,20230307,-1196,1285,145,-132,303,-5,0,0,0,3,-237,-21
A003070,内坷氛臂肺国,20230310,-11389,18696,-7482,-6882,0,0,0,0,-639,10,165,39
A003070,内坷氛臂肺国,20230309,-4201,4673,-518,90,0,0,0,0,-639,6,40,31
A003070,内坷氛臂肺国,20230314,-31836,32603,-768,-649,0,3,0,0,0,2,-1,-122
A003070,内坷氛臂肺国,20230313,-24605,24752,-147,-179,0,3,0,0,0,1,-1,29
A003070,内坷氛臂肺国,20230316,-19463,18809,796,132,0,7,0,0,685,-2,-140,-28
A003070,内坷氛臂肺国,20230315,-25269,24668,623,-34,0,0,0,0,685,-2,-20,-28
A003070,内坷氛臂肺国,20230317,-13831,13045,-316,-294,0,0,0,0,0,0,1102,-22
A003070,内坷氛臂肺国,20230320,6094,-5015,398,398,0,0,0,0,0,0,-1477,0
A003070,内坷氛臂肺国,20230322,12453,-11648,-3613,-243,0,0,0,0,-3370,2503,305,0
A003070,内坷氛臂肺国,20230321,-1449,3149,-3600,-230,0,0,0,0,-3370,1900,0,0
A003070,内坷氛臂肺国,20230324,-6514,11054,-4264,-9039,0,0,0,0,4903,511,-787,-128
A003070,内坷氛臂肺国,20230323,9565,-9886,514,-16,0,0,0,0,658,511,-704,-128
A003070,内坷氛臂肺国,20230328,-1337,2144,-4288,-95,0,0,0,0,-4193,3605,-124,0
A003070,内坷氛臂肺国,20230327,-2699,-678,-13,-13,0,0,0,0,0,3604,-214,0
A003070,内坷氛臂肺国,20230330,-21590,27007,1838,-199,0,0,0,0,2149,-7237,-18,-112
A003070,内坷氛臂肺国,20230329,-15980,11054,3956,-201,0,0,0,0,4269,1001,-31,-112
A003070,内坷氛臂肺国,20230331,-19547,16404,2146,35,-484,572,0,0,2153,1002,-5,-130
A003070,内坷氛臂肺国,20230403,-7051,5868,913,3035,0,0,0,0,-2160,-1,271,38
A003070,内坷氛臂肺国,20230405,96967,-102871,3829,972,1701,135,0,0,0,331,1744,1021
A003070,内坷氛臂肺国,20230404,-10269,6088,3836,1026,1709,23,0,0,0,-5,350,1078
A003070,内坷氛臂肺国,20230407,26177,-18718,-1434,-15,0,101,0,0,-1488,-7574,1549,-32
A003070,内坷氛臂肺国,20230406,3050,-1130,-1465,-2,0,0,0,0,-1488,5,-460,25
A003070,内坷氛臂肺国,20230411,9550,-3553,-7704,-1173,-152,59,0,0,-6045,162,1545,-393
A003070,内坷氛臂肺国,20230410,14729,-9262,-7000,-606,-172,59,0,0,-6045,159,1374,-236
A003070,内坷氛臂肺国,20230413,-27747,19365,2458,3877,0,10,0,0,-1119,5198,726,-310
A003070,内坷氛臂肺国,20230412,-39807,32564,1725,4399,0,0,0,0,-2476,5196,322,-198
A003070,内坷氛臂肺国,20230414,-13167,10627,2226,-1164,0,3140,0,0,-691,199,115,941
A003070,内坷氛臂肺国,20230417,-739,615,-215,-801,0,230,0,0,668,0,339,-312
A003070,内坷氛臂肺国,20230419,-5983,7361,-318,-1887,-4,2102,0,0,0,-1182,122,-529
A003070,内坷氛臂肺国,20230418,-1235,218,1143,-1073,0,2339,0,0,0,-188,62,-123
A003070,内坷氛臂肺国,20230421,-6193,9008,-2903,-1292,0,73,0,0,-1397,90,-2,-287
A003070,内坷氛臂肺国,20230420,8216,-6826,-1417,-641,0,2,0,0,-687,0,27,-91
A003070,内坷氛臂肺国,20230425,26887,-27271,38,-451,0,-68,0,0,718,286,60,-161
A003070,内坷氛臂肺国,20230424,30103,-30238,-344,-231,0,-30,0,0,0,56,423,-83
A003070,内坷氛臂肺国,20230427,-11003,11764,-778,-451,-219,38,0,0,-134,0,17,-12
A003070,内坷氛臂肺国,20230426,-9195,9702,-514,-389,0,28,0,0,-134,0,7,-19
A003070,内坷氛臂肺国,20230428,10066,-10284,162,31,0,16,0,0,0,60,-4,115
A003070,内坷氛臂肺国,20230503,-13724,15005,-1614,-1375,0,-2,0,0,-25,170,163,-212
A003070,内坷氛臂肺国,20230502,-11905,12958,-1276,-1177,0,-2,0,0,-25,170,53,-72
A003070,内坷氛臂肺国,20230504,36759,-44830,-719,-663,0,0,0,0,0,8755,35,-56
A003070,内坷氛臂肺国,20230509,-818,6160,-30,-138,250,7,0,0,0,-5405,93,-149
A003070,内坷氛臂肺国,20230508,-8459,11056,-12,-102,250,17,0,0,0,-2636,51,-177
A003070,内坷氛臂肺国,20230511,-7052,8109,516,150,0,5,0,0,287,-1593,20,74
A003070,内坷氛臂肺国,20230510,6637,-6741,84,49,0,0,0,0,0,0,20,35
A003070,内坷氛臂肺国,20230512,18047,-19064,-23,-98,-6,4,0,0,9,1000,40,68
A003070,内坷氛臂肺国,20230515,4367,-5713,316,189,0,0,0,0,99,1000,30,28
A003070,内坷氛臂肺国,20230517,3525,-2350,-203,-300,0,-60,0,0,153,-1007,35,4
A003070,内坷氛臂肺国,20230516,7193,-6969,-214,-299,0,-60,0,0,144,0,-10,1
A003070,内坷氛臂肺国,20230519,-13591,14078,27,23,-62,0,0,0,81,-499,-15,-15
A003070,内坷氛臂肺国,20230518,-458,-22,14,24,-62,0,0,0,81,0,466,-29
A003070,内坷氛臂肺国,20230523,-9762,9874,-163,-39,8,0,0,0,0,75,-24,-132
A003070,内坷氛臂肺国,20230522,-6186,6096,40,43,8,0,0,0,0,75,-25,-11
A003070,内坷氛臂肺国,20230525,-20355,18782,1276,1245,0,0,0,0,0,0,297,31
A003070,内坷氛臂肺国,20230524,-20430,20109,24,20,0,0,0,0,0,0,297,4
A003070,内坷氛臂肺国,20230526,-7182,8138,-1009,-903,0,0,0,0,0,24,29,-106
A003070,内坷氛臂肺国,20230531,27604,-25133,-1412,1208,0,-2504,0,0,-19,-833,-226,-97
A003070,内坷氛臂肺国,20230530,17972,-18067,424,498,0,0,0,0,0,-499,170,-74
A003070,内坷氛臂肺国,20230602,6565,-6970,-79,-74,-1,0,0,0,-22,510,-26,18
A003070,内坷氛臂肺国,20230601,4447,-4960,7,11,0,0,0,0,-22,502,4,18
A003070,内坷氛臂肺国,20230605,-10868,11162,-379,-377,-2,0,0,0,0,19,66,0
A003070,内坷氛臂肺国,20230608,-8033,8369,-338,-330,-5,31,0,0,0,0,2,-34
A003070,内坷氛臂肺国,20230607,-3416,3728,-315,-266,-5,0,0,0,0,3,0,-44
A003070,内坷氛臂肺国,20230609,6590,-4274,-3316,169,-1031,-2361,0,0,0,0,1000,-93
A003070,内坷氛臂肺国,20230612,-1044,2089,-959,-233,-412,-295,0,0,-19,0,-86,0
A003070,内坷氛臂肺国,20230614,-2862,3724,190,64,-141,206,0,0,0,50,-1102,61
A003070,内坷氛臂肺国,20230613,-3890,4804,34,8,0,0,0,0,0,50,-998,26
A003070,内坷氛臂肺国,20230616,11386,990,-12589,-148,0,18,0,0,-12477,152,61,18
A003070,内坷氛臂肺国,20230615,890,-930,-106,-111,0,0,0,0,0,146,0,5
A003070,内坷氛臂肺国,20230620,1057,-2246,-110,-129,0,0,0,0,19,701,598,0
A003070,内坷氛臂肺国,20230619,-37989,38069,-82,-101,0,0,0,0,19,4,-2,0
A003070,内坷氛臂肺国,20230622,-28202,29113,-560,-562,0,16,0,0,0,-624,273,-14
A003070,内坷氛臂肺国,20230621,-16978,17373,-190,-177,0,16,0,0,0,-428,223,-29
